text,label
"Evaluate this requirement: ""The product shall be available during normal business hours. As long as the user has access to the client PC the system will be available 99% of the time during the first six months of operation."" against R27: State conditions’ applicability explicitly instead of leaving applicability to be inferred from the context.",0
"Evaluate this requirement: ""The product shall be available during normal business hours. As long as the user has access to the client PC the system will be available 99% of the time during the first six months of operation."" against R32: Use 'each' instead of 'all', 'any', or 'both' when universal quantification is intended.",1
"Evaluate this requirement: ""The product shall be available during normal business hours. As long as the user has access to the client PC the system will be available 99% of the time during the first six months of operation."" against R33: Define each quantity with a range of values appropriate to the entity to which the quantity applies and against which the entity will be verified or validated.",1
"Evaluate this requirement: ""The product shall be available during normal business hours. As long as the user has access to the client PC the system will be available 99% of the time during the first six months of operation."" against R36: Ensure each term and unit of measure used throughout need and requirement sets as well as associated models and other SE artefacts developed across the lifecycle are consistent with the project’s defined ontology.",1
"Evaluate this requirement: ""If projected the data must be understandable. On a 10x10 projection screen 90% of viewers must be able to determine that Events or Activities are occuring in current time from a viewing distance of 100."" against R1: Need and requirement statements must conform to one of the agreed patterns, thus resulting in a well-structured complete statement.",1
"Evaluate this requirement: ""If projected the data must be understandable. On a 10x10 projection screen 90% of viewers must be able to determine that Events or Activities are occuring in current time from a viewing distance of 100."" against R6: When stating quantities, all numbers should have appropriate and consistent units of measure explicitly stated using a common measurement system in terms of the thing the number refers.",0
"Evaluate this requirement: ""If projected the data must be understandable. On a 10x10 projection screen 90% of viewers must be able to determine that Events or Activities are occuring in current time from a viewing distance of 100."" against R11: Use a separate clause for each condition or qualification.",1
"Evaluate this requirement: ""If projected the data must be understandable. On a 10x10 projection screen 90% of viewers must be able to determine that Events or Activities are occuring in current time from a viewing distance of 100."" against R12: Use correct grammar.",0
"Evaluate this requirement: ""If projected the data must be understandable. On a 10x10 projection screen 90% of viewers must be able to determine that Events or Activities are occuring in current time from a viewing distance of 100."" against R14: Use correct punctuation.",0
"Evaluate this requirement: ""If projected the data must be understandable. On a 10x10 projection screen 90% of viewers must be able to determine that Events or Activities are occuring in current time from a viewing distance of 100."" against R16: Avoid the use of 'not'.",1
"Evaluate this requirement: ""If projected the data must be understandable. On a 10x10 projection screen 90% of viewers must be able to determine that Events or Activities are occuring in current time from a viewing distance of 100."" against R26: Avoid using unachievable absolutes such as 100% reliability, 100% availability, all, every, always, never, etc.",1
"Evaluate this requirement: ""If projected the data must be understandable. On a 10x10 projection screen 90% of viewers must be able to determine that Events or Activities are occuring in current time from a viewing distance of 100."" against R27: State conditions’ applicability explicitly instead of leaving applicability to be inferred from the context.",1
"Evaluate this requirement: ""If projected the data must be understandable. On a 10x10 projection screen 90% of viewers must be able to determine that Events or Activities are occuring in current time from a viewing distance of 100."" against R32: Use 'each' instead of 'all', 'any', or 'both' when universal quantification is intended.",1
"Evaluate this requirement: ""If projected the data must be understandable. On a 10x10 projection screen 90% of viewers must be able to determine that Events or Activities are occuring in current time from a viewing distance of 100."" against R33: Define each quantity with a range of values appropriate to the entity to which the quantity applies and against which the entity will be verified or validated.",1
"Evaluate this requirement: ""If projected the data must be understandable. On a 10x10 projection screen 90% of viewers must be able to determine that Events or Activities are occuring in current time from a viewing distance of 100."" against R36: Ensure each term and unit of measure used throughout need and requirement sets as well as associated models and other SE artefacts developed across the lifecycle are consistent with the project’s defined ontology.",1
"Evaluate this requirement: ""The product shall ensure that it can only be accessed by authorized users. The product will be able to distinguish between authorized and unauthorized users in all access attempts."" against R1: Need and requirement statements must conform to one of the agreed patterns, thus resulting in a well-structured complete statement.",0
"Evaluate this requirement: ""The product shall ensure that it can only be accessed by authorized users. The product will be able to distinguish between authorized and unauthorized users in all access attempts."" against R6: When stating quantities, all numbers should have appropriate and consistent units of measure explicitly stated using a common measurement system in terms of the thing the number refers.",1
"Evaluate this requirement: ""The product shall ensure that it can only be accessed by authorized users. The product will be able to distinguish between authorized and unauthorized users in all access attempts."" against R11: Use a separate clause for each condition or qualification.",0
"Evaluate this requirement: ""The product shall ensure that it can only be accessed by authorized users. The product will be able to distinguish between authorized and unauthorized users in all access attempts."" against R12: Use correct grammar.",1
"Evaluate this requirement: ""The product shall ensure that it can only be accessed by authorized users. The product will be able to distinguish between authorized and unauthorized users in all access attempts."" against R14: Use correct punctuation.",1
"Evaluate this requirement: ""The product shall ensure that it can only be accessed by authorized users. The product will be able to distinguish between authorized and unauthorized users in all access attempts."" against R16: Avoid the use of 'not'.",1
"Evaluate this requirement: ""The product shall ensure that it can only be accessed by authorized users. The product will be able to distinguish between authorized and unauthorized users in all access attempts."" against R26: Avoid using unachievable absolutes such as 100% reliability, 100% availability, all, every, always, never, etc.",1
"Evaluate this requirement: ""The product shall ensure that it can only be accessed by authorized users. The product will be able to distinguish between authorized and unauthorized users in all access attempts."" against R27: State conditions’ applicability explicitly instead of leaving applicability to be inferred from the context.",1
"Evaluate this requirement: ""The product shall ensure that it can only be accessed by authorized users. The product will be able to distinguish between authorized and unauthorized users in all access attempts."" against R32: Use 'each' instead of 'all', 'any', or 'both' when universal quantification is intended.",1
"Evaluate this requirement: ""The product shall ensure that it can only be accessed by authorized users. The product will be able to distinguish between authorized and unauthorized users in all access attempts."" against R33: Define each quantity with a range of values appropriate to the entity to which the quantity applies and against which the entity will be verified or validated.",1
"Evaluate this requirement: ""The product shall ensure that it can only be accessed by authorized users. The product will be able to distinguish between authorized and unauthorized users in all access attempts."" against R36: Ensure each term and unit of measure used throughout need and requirement sets as well as associated models and other SE artefacts developed across the lifecycle are consistent with the project’s defined ontology.",1
"Evaluate this requirement: ""The product shall be intuitive and self-explanatory. : 90% of new users shall be able to start the display of Events or Activities within 90 minutes of using the product."" against R1: Need and requirement statements must conform to one of the agreed patterns, thus resulting in a well-structured complete statement.",0
"Evaluate this requirement: ""The product shall be intuitive and self-explanatory. : 90% of new users shall be able to start the display of Events or Activities within 90 minutes of using the product."" against R6: When stating quantities, all numbers should have appropriate and consistent units of measure explicitly stated using a common measurement system in terms of the thing the number refers.",1
"Evaluate this requirement: ""The product shall be intuitive and self-explanatory. : 90% of new users shall be able to start the display of Events or Activities within 90 minutes of using the product."" against R11: Use a separate clause for each condition or qualification.",1
"Evaluate this requirement: ""The product shall be intuitive and self-explanatory. : 90% of new users shall be able to start the display of Events or Activities within 90 minutes of using the product."" against R12: Use correct grammar.",1
"Evaluate this requirement: ""The product shall be intuitive and self-explanatory. : 90% of new users shall be able to start the display of Events or Activities within 90 minutes of using the product."" against R14: Use correct punctuation.",1
"Evaluate this requirement: ""The product shall be intuitive and self-explanatory. : 90% of new users shall be able to start the display of Events or Activities within 90 minutes of using the product."" against R16: Avoid the use of 'not'.",1
"Evaluate this requirement: ""The product shall be intuitive and self-explanatory. : 90% of new users shall be able to start the display of Events or Activities within 90 minutes of using the product."" against R26: Avoid using unachievable absolutes such as 100% reliability, 100% availability, all, every, always, never, etc.",1
"Evaluate this requirement: ""The product shall be intuitive and self-explanatory. : 90% of new users shall be able to start the display of Events or Activities within 90 minutes of using the product."" against R27: State conditions’ applicability explicitly instead of leaving applicability to be inferred from the context.",1
"Evaluate this requirement: ""The product shall be intuitive and self-explanatory. : 90% of new users shall be able to start the display of Events or Activities within 90 minutes of using the product."" against R32: Use 'each' instead of 'all', 'any', or 'both' when universal quantification is intended.",1
"Evaluate this requirement: ""The product shall be intuitive and self-explanatory. : 90% of new users shall be able to start the display of Events or Activities within 90 minutes of using the product."" against R33: Define each quantity with a range of values appropriate to the entity to which the quantity applies and against which the entity will be verified or validated.",1
"Evaluate this requirement: ""The product shall be intuitive and self-explanatory. : 90% of new users shall be able to start the display of Events or Activities within 90 minutes of using the product."" against R36: Ensure each term and unit of measure used throughout need and requirement sets as well as associated models and other SE artefacts developed across the lifecycle are consistent with the project’s defined ontology.",1
"Evaluate this requirement: ""The product shall respond fast to keep up-to-date data in the display."" against R1: Need and requirement statements must conform to one of the agreed patterns, thus resulting in a well-structured complete statement.",1
"Evaluate this requirement: ""The product shall respond fast to keep up-to-date data in the display."" against R6: When stating quantities, all numbers should have appropriate and consistent units of measure explicitly stated using a common measurement system in terms of the thing the number refers.",0
"Evaluate this requirement: ""The product shall respond fast to keep up-to-date data in the display."" against R11: Use a separate clause for each condition or qualification.",1
"Evaluate this requirement: ""The product shall respond fast to keep up-to-date data in the display."" against R12: Use correct grammar.",1
"Evaluate this requirement: ""The product shall respond fast to keep up-to-date data in the display."" against R14: Use correct punctuation.",1
"Evaluate this requirement: ""The product shall respond fast to keep up-to-date data in the display."" against R16: Avoid the use of 'not'.",1
"Evaluate this requirement: ""The product shall respond fast to keep up-to-date data in the display."" against R26: Avoid using unachievable absolutes such as 100% reliability, 100% availability, all, every, always, never, etc.",1
"Evaluate this requirement: ""The product shall respond fast to keep up-to-date data in the display."" against R27: State conditions’ applicability explicitly instead of leaving applicability to be inferred from the context.",0
"Evaluate this requirement: ""The product shall respond fast to keep up-to-date data in the display."" against R32: Use 'each' instead of 'all', 'any', or 'both' when universal quantification is intended.",1
"Evaluate this requirement: ""The product shall respond fast to keep up-to-date data in the display."" against R33: Define each quantity with a range of values appropriate to the entity to which the quantity applies and against which the entity will be verified or validated.",0
"Evaluate this requirement: ""The product shall respond fast to keep up-to-date data in the display."" against R36: Ensure each term and unit of measure used throughout need and requirement sets as well as associated models and other SE artefacts developed across the lifecycle are consistent with the project’s defined ontology.",1
"Evaluate this requirement: ""The system shall have a MDI form that allows for the viewing of the graph and the data table."" against R1: Need and requirement statements must conform to one of the agreed patterns, thus resulting in a well-structured complete statement.",1
"Evaluate this requirement: ""The system shall have a MDI form that allows for the viewing of the graph and the data table."" against R6: When stating quantities, all numbers should have appropriate and consistent units of measure explicitly stated using a common measurement system in terms of the thing the number refers.",1
"Evaluate this requirement: ""The system shall have a MDI form that allows for the viewing of the graph and the data table."" against R11: Use a separate clause for each condition or qualification.",1
"Evaluate this requirement: ""The system shall have a MDI form that allows for the viewing of the graph and the data table."" against R12: Use correct grammar.",1
"Evaluate this requirement: ""The system shall have a MDI form that allows for the viewing of the graph and the data table."" against R14: Use correct punctuation.",1
"Evaluate this requirement: ""The system shall have a MDI form that allows for the viewing of the graph and the data table."" against R16: Avoid the use of 'not'.",1
"Evaluate this requirement: ""The system shall have a MDI form that allows for the viewing of the graph and the data table."" against R26: Avoid using unachievable absolutes such as 100% reliability, 100% availability, all, every, always, never, etc.",1
"Evaluate this requirement: ""The system shall have a MDI form that allows for the viewing of the graph and the data table."" against R27: State conditions’ applicability explicitly instead of leaving applicability to be inferred from the context.",1
"Evaluate this requirement: ""The system shall have a MDI form that allows for the viewing of the graph and the data table."" against R32: Use 'each' instead of 'all', 'any', or 'both' when universal quantification is intended.",1
"Evaluate this requirement: ""The system shall have a MDI form that allows for the viewing of the graph and the data table."" against R33: Define each quantity with a range of values appropriate to the entity to which the quantity applies and against which the entity will be verified or validated.",1
"Evaluate this requirement: ""The system shall have a MDI form that allows for the viewing of the graph and the data table."" against R36: Ensure each term and unit of measure used throughout need and requirement sets as well as associated models and other SE artefacts developed across the lifecycle are consistent with the project’s defined ontology.",1
"Evaluate this requirement: ""The system shall display Events in a vertical table by time."" against R1: Need and requirement statements must conform to one of the agreed patterns, thus resulting in a well-structured complete statement.",1
"Evaluate this requirement: ""The system shall display Events in a vertical table by time."" against R6: When stating quantities, all numbers should have appropriate and consistent units of measure explicitly stated using a common measurement system in terms of the thing the number refers.",1
"Evaluate this requirement: ""The system shall display Events in a vertical table by time."" against R11: Use a separate clause for each condition or qualification.",1
"Evaluate this requirement: ""The system shall display Events in a vertical table by time."" against R12: Use correct grammar.",1
"Evaluate this requirement: ""The system shall display Events in a vertical table by time."" against R14: Use correct punctuation.",1
"Evaluate this requirement: ""The system shall display Events in a vertical table by time."" against R16: Avoid the use of 'not'.",1
"Evaluate this requirement: ""The system shall display Events in a vertical table by time."" against R26: Avoid using unachievable absolutes such as 100% reliability, 100% availability, all, every, always, never, etc.",1
"Evaluate this requirement: ""The system shall display Events in a vertical table by time."" against R27: State conditions’ applicability explicitly instead of leaving applicability to be inferred from the context.",1
"Evaluate this requirement: ""The system shall display Events in a vertical table by time."" against R32: Use 'each' instead of 'all', 'any', or 'both' when universal quantification is intended.",1
"Evaluate this requirement: ""The system shall display Events in a vertical table by time."" against R33: Define each quantity with a range of values appropriate to the entity to which the quantity applies and against which the entity will be verified or validated.",1
"Evaluate this requirement: ""The system shall display Events in a vertical table by time."" against R36: Ensure each term and unit of measure used throughout need and requirement sets as well as associated models and other SE artefacts developed across the lifecycle are consistent with the project’s defined ontology.",1
"Evaluate this requirement: ""The system shall display the Events in a graph by time."" against R1: Need and requirement statements must conform to one of the agreed patterns, thus resulting in a well-structured complete statement.",1
"Evaluate this requirement: ""The system shall display the Events in a graph by time."" against R6: When stating quantities, all numbers should have appropriate and consistent units of measure explicitly stated using a common measurement system in terms of the thing the number refers.",1
"Evaluate this requirement: ""The system shall display the Events in a graph by time."" against R11: Use a separate clause for each condition or qualification.",1
"Evaluate this requirement: ""The system shall display the Events in a graph by time."" against R12: Use correct grammar.",1
"Evaluate this requirement: ""The system shall display the Events in a graph by time."" against R14: Use correct punctuation.",1
"Evaluate this requirement: ""The system shall display the Events in a graph by time."" against R16: Avoid the use of 'not'.",1
"Evaluate this requirement: ""The system shall display the Events in a graph by time."" against R26: Avoid using unachievable absolutes such as 100% reliability, 100% availability, all, every, always, never, etc.",1
"Evaluate this requirement: ""The system shall display the Events in a graph by time."" against R27: State conditions’ applicability explicitly instead of leaving applicability to be inferred from the context.",1
"Evaluate this requirement: ""The system shall display the Events in a graph by time."" against R32: Use 'each' instead of 'all', 'any', or 'both' when universal quantification is intended.",1
"Evaluate this requirement: ""The system shall display the Events in a graph by time."" against R33: Define each quantity with a range of values appropriate to the entity to which the quantity applies and against which the entity will be verified or validated.",1
"Evaluate this requirement: ""The system shall display the Events in a graph by time."" against R36: Ensure each term and unit of measure used throughout need and requirement sets as well as associated models and other SE artefacts developed across the lifecycle are consistent with the project’s defined ontology.",1
"Evaluate this requirement: ""The system shall display Events or Activities."" against R1: Need and requirement statements must conform to one of the agreed patterns, thus resulting in a well-structured complete statement.",1
"Evaluate this requirement: ""The system shall display Events or Activities."" against R6: When stating quantities, all numbers should have appropriate and consistent units of measure explicitly stated using a common measurement system in terms of the thing the number refers.",1
"Evaluate this requirement: ""The system shall display Events or Activities."" against R11: Use a separate clause for each condition or qualification.",1
"Evaluate this requirement: ""The system shall display Events or Activities."" against R12: Use correct grammar.",1
"Evaluate this requirement: ""The system shall display Events or Activities."" against R14: Use correct punctuation.",1
"Evaluate this requirement: ""The system shall display Events or Activities."" against R16: Avoid the use of 'not'.",1
"Evaluate this requirement: ""The system shall display Events or Activities."" against R26: Avoid using unachievable absolutes such as 100% reliability, 100% availability, all, every, always, never, etc.",1
"Evaluate this requirement: ""The system shall display Events or Activities."" against R27: State conditions’ applicability explicitly instead of leaving applicability to be inferred from the context.",1
"Evaluate this requirement: ""The system shall display Events or Activities."" against R32: Use 'each' instead of 'all', 'any', or 'both' when universal quantification is intended.",1
"Evaluate this requirement: ""The system shall display Events or Activities."" against R33: Define each quantity with a range of values appropriate to the entity to which the quantity applies and against which the entity will be verified or validated.",1
"Evaluate this requirement: ""The system shall display Events or Activities."" against R36: Ensure each term and unit of measure used throughout need and requirement sets as well as associated models and other SE artefacts developed across the lifecycle are consistent with the project’s defined ontology.",1
"Evaluate this requirement: ""The display shall have two regions: left 2/3 of the display is graphical right 1/3 of the display is a data table."" against R1: Need and requirement statements must conform to one of the agreed patterns, thus resulting in a well-structured complete statement.",1
"Evaluate this requirement: ""The display shall have two regions: left 2/3 of the display is graphical right 1/3 of the display is a data table."" against R6: When stating quantities, all numbers should have appropriate and consistent units of measure explicitly stated using a common measurement system in terms of the thing the number refers.",1
"Evaluate this requirement: ""The display shall have two regions: left 2/3 of the display is graphical right 1/3 of the display is a data table."" against R11: Use a separate clause for each condition or qualification.",1
"Evaluate this requirement: ""The display shall have two regions: left 2/3 of the display is graphical right 1/3 of the display is a data table."" against R12: Use correct grammar.",0
"Evaluate this requirement: ""The display shall have two regions: left 2/3 of the display is graphical right 1/3 of the display is a data table."" against R14: Use correct punctuation.",0
"Evaluate this requirement: ""The display shall have two regions: left 2/3 of the display is graphical right 1/3 of the display is a data table."" against R16: Avoid the use of 'not'.",1
"Evaluate this requirement: ""The display shall have two regions: left 2/3 of the display is graphical right 1/3 of the display is a data table."" against R26: Avoid using unachievable absolutes such as 100% reliability, 100% availability, all, every, always, never, etc.",1
"Evaluate this requirement: ""The display shall have two regions: left 2/3 of the display is graphical right 1/3 of the display is a data table."" against R27: State conditions’ applicability explicitly instead of leaving applicability to be inferred from the context.",1
"Evaluate this requirement: ""The display shall have two regions: left 2/3 of the display is graphical right 1/3 of the display is a data table."" against R32: Use 'each' instead of 'all', 'any', or 'both' when universal quantification is intended.",1
"Evaluate this requirement: ""The display shall have two regions: left 2/3 of the display is graphical right 1/3 of the display is a data table."" against R33: Define each quantity with a range of values appropriate to the entity to which the quantity applies and against which the entity will be verified or validated.",1
"Evaluate this requirement: ""The display shall have two regions: left 2/3 of the display is graphical right 1/3 of the display is a data table."" against R36: Ensure each term and unit of measure used throughout need and requirement sets as well as associated models and other SE artefacts developed across the lifecycle are consistent with the project’s defined ontology.",1
"Evaluate this requirement: ""The data displayed in both the nodes within the graph and the rows in the table are MSEL Summary data."" against R1: Need and requirement statements must conform to one of the agreed patterns, thus resulting in a well-structured complete statement.",0
"Evaluate this requirement: ""The data displayed in both the nodes within the graph and the rows in the table are MSEL Summary data."" against R6: When stating quantities, all numbers should have appropriate and consistent units of measure explicitly stated using a common measurement system in terms of the thing the number refers.",1
"Evaluate this requirement: ""The data displayed in both the nodes within the graph and the rows in the table are MSEL Summary data."" against R11: Use a separate clause for each condition or qualification.",1
"Evaluate this requirement: ""The data displayed in both the nodes within the graph and the rows in the table are MSEL Summary data."" against R12: Use correct grammar.",1
"Evaluate this requirement: ""The data displayed in both the nodes within the graph and the rows in the table are MSEL Summary data."" against R14: Use correct punctuation.",1
"Evaluate this requirement: ""The data displayed in both the nodes within the graph and the rows in the table are MSEL Summary data."" against R16: Avoid the use of 'not'.",1
"Evaluate this requirement: ""The data displayed in both the nodes within the graph and the rows in the table are MSEL Summary data."" against R26: Avoid using unachievable absolutes such as 100% reliability, 100% availability, all, every, always, never, etc.",1
"Evaluate this requirement: ""The data displayed in both the nodes within the graph and the rows in the table are MSEL Summary data."" against R27: State conditions’ applicability explicitly instead of leaving applicability to be inferred from the context.",1
"Evaluate this requirement: ""The data displayed in both the nodes within the graph and the rows in the table are MSEL Summary data."" against R32: Use 'each' instead of 'all', 'any', or 'both' when universal quantification is intended.",1
"Evaluate this requirement: ""The data displayed in both the nodes within the graph and the rows in the table are MSEL Summary data."" against R33: Define each quantity with a range of values appropriate to the entity to which the quantity applies and against which the entity will be verified or validated.",1
"Evaluate this requirement: ""The data displayed in both the nodes within the graph and the rows in the table are MSEL Summary data."" against R36: Ensure each term and unit of measure used throughout need and requirement sets as well as associated models and other SE artefacts developed across the lifecycle are consistent with the project’s defined ontology.",1
"Evaluate this requirement: ""The table side of the display shall be split into 2 regions: sequential and temporal."" against R1: Need and requirement statements must conform to one of the agreed patterns, thus resulting in a well-structured complete statement.",1
"Evaluate this requirement: ""The table side of the display shall be split into 2 regions: sequential and temporal."" against R6: When stating quantities, all numbers should have appropriate and consistent units of measure explicitly stated using a common measurement system in terms of the thing the number refers.",0
"Evaluate this requirement: ""The table side of the display shall be split into 2 regions: sequential and temporal."" against R11: Use a separate clause for each condition or qualification.",1
"Evaluate this requirement: ""The table side of the display shall be split into 2 regions: sequential and temporal."" against R12: Use correct grammar.",1
"Evaluate this requirement: ""The table side of the display shall be split into 2 regions: sequential and temporal."" against R14: Use correct punctuation.",0
"Evaluate this requirement: ""The table side of the display shall be split into 2 regions: sequential and temporal."" against R16: Avoid the use of 'not'.",1
"Evaluate this requirement: ""The table side of the display shall be split into 2 regions: sequential and temporal."" against R26: Avoid using unachievable absolutes such as 100% reliability, 100% availability, all, every, always, never, etc.",1
"Evaluate this requirement: ""The table side of the display shall be split into 2 regions: sequential and temporal."" against R27: State conditions’ applicability explicitly instead of leaving applicability to be inferred from the context.",1
"Evaluate this requirement: ""The table side of the display shall be split into 2 regions: sequential and temporal."" against R32: Use 'each' instead of 'all', 'any', or 'both' when universal quantification is intended.",1
"Evaluate this requirement: ""The table side of the display shall be split into 2 regions: sequential and temporal."" against R33: Define each quantity with a range of values appropriate to the entity to which the quantity applies and against which the entity will be verified or validated.",0
"Evaluate this requirement: ""The table side of the display shall be split into 2 regions: sequential and temporal."" against R36: Ensure each term and unit of measure used throughout need and requirement sets as well as associated models and other SE artefacts developed across the lifecycle are consistent with the project’s defined ontology.",1
"Evaluate this requirement: ""The top 1/4 of the table will hold events that are to occur sequentially."" against R1: Need and requirement statements must conform to one of the agreed patterns, thus resulting in a well-structured complete statement.",0
